,Username,Display_Name,Gender,notebook_url,code_location,labels,top_labels
806,janvichokshi,Janvi Chokshi,female,https://www.kaggle.com/code/janvichokshi/bert-with-spacy,D:\learning\thesis\female\janvichokshi\bert-with-spacy.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
807,laplace8,Tae Min,male,https://www.kaggle.com/code/laplace8/titanic-220322,D:\learning\thesis\male\laplace8\titanic-220322.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
808,ritzig,Ritika Gupta,female,https://www.kaggle.com/code/ritzig/eda-using-seaborn-missing-value-feature-selection,D:\learning\thesis\female\ritzig\eda-using-seaborn-missing-value-feature-selection.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
809,solegalli,Sole,female,https://www.kaggle.com/code/solegalli/feature-engineering-pipeline-and-hyperparam-tuning,D:\learning\thesis\female\solegalli\feature-engineering-pipeline-and-hyperparam-tuning.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
810,kpriyanshu256,Priyanshu Kumar,male,https://www.kaggle.com/code/kpriyanshu256/bert-finetuning-fastai,D:\learning\thesis\male\kpriyanshu256\bert-finetuning-fastai.ipynb,"['HuggingFaceTransformers', 'Natural Language Processing with Disaster Tweets']",{'Natural Language Processing with Disaster Tweets'}
811,db102291,Danielle Boccelli,female,https://www.kaggle.com/code/db102291/titanic-xgboost-pipeline,D:\learning\thesis\female\db102291\titanic-xgboost-pipeline.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
812,anubhavgoyal10,Anubhav Goyal,male,https://www.kaggle.com/code/anubhavgoyal10/titanic-survival-prediction-top-10,D:\learning\thesis\male\anubhavgoyal10\titanic-survival-prediction-top-10.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
813,arunasivapragasam,Aruna S,female,https://www.kaggle.com/code/arunasivapragasam/titanic-exploratory-data-analysis-eda,D:\learning\thesis\female\arunasivapragasam\titanic-exploratory-data-analysis-eda.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
814,nikhilroxtomar,Nikhil Tomar,male,https://www.kaggle.com/code/nikhilroxtomar/simple-starter-code,D:\learning\thesis\male\nikhilroxtomar\simple-starter-code.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
815,crained,Charlie Craine,male,https://www.kaggle.com/code/crained/deberta-pytorch-commonlit-readability-train,D:\learning\thesis\male\crained\deberta-pytorch-commonlit-readability-train.ipynb,"['bert base uncased', 'DeBERTa', 'CommonLit Readability Prize']",{'CommonLit Readability Prize'}
816,pouyaaskari,pouya askari,male,https://www.kaggle.com/code/pouyaaskari/titanic-disaster,D:\learning\thesis\male\pouyaaskari\titanic-disaster.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
817,moe5998,Mohamed Mostafa,male,https://www.kaggle.com/code/moe5998/titanic-eda-randomforestclassifier,D:\learning\thesis\male\moe5998\titanic-eda-randomforestclassifier.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
818,maxreis,Max Reis,male,https://www.kaggle.com/code/maxreis/digit-recognizer-submission-with-h2o-automl,D:\learning\thesis\male\maxreis\digit-recognizer-submission-with-h2o-automl.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
819,mustafacihadgoktepe,Mustafa Cihad Goktepe,male,https://www.kaggle.com/code/mustafacihadgoktepe/house-prices-voting-regressor,D:\learning\thesis\male\mustafacihadgoktepe\house-prices-voting-regressor.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
820,pavelvod,Pavel Vodolazov,male,https://www.kaggle.com/code/pavelvod/simple-starter-baseline,D:\learning\thesis\male\pavelvod\simple-starter-baseline.ipynb,['CommonLit Readability Prize'],{'CommonLit Readability Prize'}
821,rzatemizel,rıza temizel,female,https://www.kaggle.com/code/rzatemizel/optuna-xgboostcv-integration-with-pruning,D:\learning\thesis\female\rzatemizel\optuna-xgboostcv-integration-with-pruning.ipynb,['ICR - Identifying Age-Related Conditions'],{'ICR - Identifying Age-Related Conditions'}
822,yaroshevskiy,Oleg Yaroshevskiy,male,https://www.kaggle.com/code/yaroshevskiy/titanic-problem,D:\learning\thesis\male\yaroshevskiy\titanic-problem.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
823,tracyporter,Tracy Porter,female,https://www.kaggle.com/code/tracyporter/spaceship-t-udemy-svc,D:\learning\thesis\female\tracyporter\spaceship-t-udemy-svc.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
824,tasneemabdulrahim,Tasneem Abdul Rahim,female,https://www.kaggle.com/code/tasneemabdulrahim/house-price-prediction,D:\learning\thesis\female\tasneemabdulrahim\house-price-prediction.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
825,aditi81k,Aditi Kothiya,female,https://www.kaggle.com/code/aditi81k/digit-recognizer,D:\learning\thesis\female\aditi81k\digit-recognizer.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
826,bernhardklinger,Bernhard Klinger,male,https://www.kaggle.com/code/bernhardklinger/simple-lasso-model-top-10-with-no-stacking,D:\learning\thesis\male\bernhardklinger\simple-lasso-model-top-10-with-no-stacking.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
827,abdulghaffaransari,Abdul Ghaffar Ansari,male,https://www.kaggle.com/code/abdulghaffaransari/titanic-machine-learning-from-disaster,D:\learning\thesis\male\abdulghaffaransari\titanic-machine-learning-from-disaster.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
828,fatmakursun,Fatma Kurşun,female,https://www.kaggle.com/code/fatmakursun/titanic-classification-models,D:\learning\thesis\female\fatmakursun\titanic-classification-models.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
829,solegalli,Sole,female,https://www.kaggle.com/code/solegalli/feature-engineering-and-model-stacking,D:\learning\thesis\female\solegalli\feature-engineering-and-model-stacking.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
830,niteshk97,Nitesh Kumar,male,https://www.kaggle.com/code/niteshk97/exercise-missing-values,D:\learning\thesis\male\niteshk97\exercise-missing-values.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
831,gamzebayir,Gamze BAYIR,female,https://www.kaggle.com/code/gamzebayir/fraud-detection-correlation-anly-and-feature-imp,D:\learning\thesis\female\gamzebayir\fraud-detection-correlation-anly-and-feature-imp.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
832,seymagoksel,Seyma Goksel,female,https://www.kaggle.com/code/seymagoksel/stroke-prediction-rf-svc-lr,D:\learning\thesis\female\seymagoksel\stroke-prediction-rf-svc-lr.ipynb,['Stroke Prediction Dataset'],{'Stroke Prediction Dataset'}
833,parvathicg,Parvathi Cg,female,https://www.kaggle.com/code/parvathicg/spaceship-titanic-classification,D:\learning\thesis\female\parvathicg\spaceship-titanic-classification.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
834,ritikpnayak,Ritik P. Nayak,male,https://www.kaggle.com/code/ritikpnayak/titanic-advanced-notebook,D:\learning\thesis\male\ritikpnayak\titanic-advanced-notebook.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
835,tboyle10,Tara Boyle,female,https://www.kaggle.com/code/tboyle10/00-ieee-cis-fraud-detection-eda,D:\learning\thesis\female\tboyle10\00-ieee-cis-fraud-detection-eda.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
836,anushreek15,ANUSHREE K,female,https://www.kaggle.com/code/anushreek15/titanic,D:\learning\thesis\female\anushreek15\titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
837,taherhaggui,Taher Haggui,male,https://www.kaggle.com/code/taherhaggui/roberta-training,D:\learning\thesis\male\taherhaggui\roberta-training.ipynb,['CommonLit Readability Prize'],{'CommonLit Readability Prize'}
838,gowrishankarin,Gowri Shankar,female,https://www.kaggle.com/code/gowrishankarin/roll-ur-sleeves-let-s-do-some-partial-derivatives,D:\learning\thesis\female\gowrishankarin\roll-ur-sleeves-let-s-do-some-partial-derivatives.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
839,apapiu,Alexandru Papiu,male,https://www.kaggle.com/code/apapiu/1-layer-perceptron,D:\learning\thesis\male\apapiu\1-layer-perceptron.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
840,sunshineanyway,Ulrica,female,https://www.kaggle.com/code/sunshineanyway/fork-of-lgb-stock-pred1-1,D:\learning\thesis\female\sunshineanyway\fork-of-lgb-stock-pred1-1.ipynb,"['Treelite', 'LGBstock_treelite', 'Jane Street Market Prediction']",{'Jane Street Market Prediction'}
841,caesarlupum,Caesar Lupum,male,https://www.kaggle.com/code/caesarlupum/starter-miraiml,D:\learning\thesis\male\caesarlupum\starter-miraiml.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
842,manojkumars00,MANOJ KUMAR S,male,https://www.kaggle.com/code/manojkumars00/digit-recognition-tensorflow,D:\learning\thesis\male\manojkumars00\digit-recognition-tensorflow.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
843,tboyle10,Tara Boyle,female,https://www.kaggle.com/code/tboyle10/cnn-google-news-vectors,D:\learning\thesis\female\tboyle10\cnn-google-news-vectors.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
844,w5833946,Ruby,female,https://www.kaggle.com/code/w5833946/f32-train,D:\learning\thesis\female\w5833946\f32-train.ipynb,['CommonLit Readability Prize'],{'CommonLit Readability Prize'}
845,rtatman,Rachael Tatman,female,https://www.kaggle.com/code/rtatman/forum-post-embeddings,D:\learning\thesis\female\rtatman\forum-post-embeddings.ipynb,"['Meta Kaggle', 'Fine tuning word2vec 2.0', 'yake helper funcs']",{'Meta Kaggle'}
846,defcodeking,Malay Agarwal,female,https://www.kaggle.com/code/defcodeking/spaceship-titanic-feature-engineering-baseline,D:\learning\thesis\female\defcodeking\spaceship-titanic-feature-engineering-baseline.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
847,jirkaborovec,Jirka Borovec,male,https://www.kaggle.com/code/jirkaborovec/starter-flash-spaceship-titanic,D:\learning\thesis\male\jirkaborovec\starter-flash-spaceship-titanic.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
848,tunguz,Bojan Tunguz,male,https://www.kaggle.com/code/tunguz/fashion-mnist-2d-umap,D:\learning\thesis\male\tunguz\fashion-mnist-2d-umap.ipynb,['Fashion MNIST'],{'Fashion MNIST'}
849,athews,Swetha,female,https://www.kaggle.com/code/athews/space-titanic-eda-and-rf-lightgbm-xgboost-tf,D:\learning\thesis\female\athews\space-titanic-eda-and-rf-lightgbm-xgboost-tf.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
850,aryansingh0909,Aryan Singh,male,https://www.kaggle.com/code/aryansingh0909/titanic-comp,D:\learning\thesis\male\aryansingh0909\titanic-comp.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
851,binuthomasphilip,Binu Thomas Philip,male,https://www.kaggle.com/code/binuthomasphilip/model-interpretation-with-lime-22,D:\learning\thesis\male\binuthomasphilip\model-interpretation-with-lime-22.ipynb,['Iris Species'],{'Iris Species'}
852,sunnymarkliu,Qing Liu,female,https://www.kaggle.com/code/sunnymarkliu/more-text-cleaning-to-increase-word-coverage,D:\learning\thesis\female\sunnymarkliu\more-text-cleaning-to-increase-word-coverage.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
853,poonaml,Poonam Ligade,female,https://www.kaggle.com/code/poonaml/deep-neural-network-keras-way,D:\learning\thesis\female\poonaml\deep-neural-network-keras-way.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
854,mitramir5,mitra mirshafiee,female,https://www.kaggle.com/code/mitramir5/simple-bert-with-video,D:\learning\thesis\female\mitramir5\simple-bert-with-video.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
855,weiwsc,Wayne,male,https://www.kaggle.com/code/weiwsc/spaceship-tinanic-modeling-with-catboost,D:\learning\thesis\male\weiwsc\spaceship-tinanic-modeling-with-catboost.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
856,tarunpaparaju,Tarun Paparaju,male,https://www.kaggle.com/code/tarunpaparaju/titanic-survival-prediction-deep-nn,D:\learning\thesis\male\tarunpaparaju\titanic-survival-prediction-deep-nn.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
857,olgabelitskaya,Olga Belitskaya,female,https://www.kaggle.com/code/olgabelitskaya/digit-recognition-models-4,D:\learning\thesis\female\olgabelitskaya\digit-recognition-models-4.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
858,busekseolu,Buse Köseoğlu,female,https://www.kaggle.com/code/busekseolu/mobile-price-range-prediction,D:\learning\thesis\female\busekseolu\mobile-price-range-prediction.ipynb,['Mobile Price Classification'],{'Mobile Price Classification'}
859,deadskull7,Rohit Verma,male,https://www.kaggle.com/code/deadskull7/iris-with-new-powerful-features,D:\learning\thesis\male\deadskull7\iris-with-new-powerful-features.ipynb,['Iris Species'],{'Iris Species'}
860,tboyle10,Tara Boyle,female,https://www.kaggle.com/code/tboyle10/methods-for-dealing-with-imbalanced-data,D:\learning\thesis\female\tboyle10\methods-for-dealing-with-imbalanced-data.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
861,khotijahs1,Siti Khotijah,female,https://www.kaggle.com/code/khotijahs1/breast-cancer-wisconsin-prediction-supervised,D:\learning\thesis\female\khotijahs1\breast-cancer-wisconsin-prediction-supervised.ipynb,['Breast Cancer Wisconsin (Diagnostic) Data Set'],{'Breast Cancer Wisconsin (Diagnostic) Data Set'}
862,anjanatiha,Anjana Tiha,female,https://www.kaggle.com/code/anjanatiha/credit-card-fraud-detection-with-sgd,D:\learning\thesis\female\anjanatiha\credit-card-fraud-detection-with-sgd.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
863,teeyee314,Tim Yee,male,https://www.kaggle.com/code/teeyee314/clr-url-legal-probe,D:\learning\thesis\male\teeyee314\clr-url-legal-probe.ipynb,['CommonLit Readability Prize'],{'CommonLit Readability Prize'}
864,mustafacicek,Mustafa Cicek,male,https://www.kaggle.com/code/mustafacicek/mnist-cnn-data-augmentation,D:\learning\thesis\male\mustafacicek\mnist-cnn-data-augmentation.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
865,athews,Swetha,female,https://www.kaggle.com/code/athews/disaster-tweets-pred-automl-tf-lstm-lightgbm,D:\learning\thesis\female\athews\disaster-tweets-pred-automl-tf-lstm-lightgbm.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
866,khushishahh,Khushi Shahh,female,https://www.kaggle.com/code/khushishahh/beginner-s-notebook,D:\learning\thesis\female\khushishahh\beginner-s-notebook.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
867,mlwhiz,Rahul Agarwal,male,https://www.kaggle.com/code/mlwhiz/spell-checker-using-word2vec,D:\learning\thesis\male\mlwhiz\spell-checker-using-word2vec.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
868,maryamsharifi,Maryam sharifi,female,https://www.kaggle.com/code/maryamsharifi/starting-with-titanic,D:\learning\thesis\female\maryamsharifi\starting-with-titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
869,drvaibhavkumar,Vaibhav Kumar,male,https://www.kaggle.com/code/drvaibhavkumar/generative-adversarial-network-gan-for-fake-image,D:\learning\thesis\male\drvaibhavkumar\generative-adversarial-network-gan-for-fake-image.ipynb,['Fashion MNIST'],{'Fashion MNIST'}
870,rashmiek99,Rashmi,female,https://www.kaggle.com/code/rashmiek99/pima-indians-diabetes-logistic-regression-from-sc,D:\learning\thesis\female\rashmiek99\pima-indians-diabetes-logistic-regression-from-sc.ipynb,['Pima Indians Diabetes Database'],{'Pima Indians Diabetes Database'}
871,danofer,Dan Ofer,male,https://www.kaggle.com/code/danofer/kaggle-post-medals,D:\learning\thesis\male\danofer\kaggle-post-medals.ipynb,['Meta Kaggle'],{'Meta Kaggle'}
872,yashchoudhary,Yash Choudhary,male,https://www.kaggle.com/code/yashchoudhary/titanic-eda-and-model-comparision,D:\learning\thesis\male\yashchoudhary\titanic-eda-and-model-comparision.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
873,priteshshrivastava,Pritesh Shrivastava,male,https://www.kaggle.com/code/priteshshrivastava/ieee-pipeline-2-c-model-c-xgboost,D:\learning\thesis\male\priteshshrivastava\ieee-pipeline-2-c-model-c-xgboost.ipynb,"['IEEE-CIS Fraud Detection', '[IEEE Pipeline] 1 - Create Validation Set']",{'IEEE-CIS Fraud Detection'}
874,maddalasravani,Sravani Maddala,female,https://www.kaggle.com/code/maddalasravani/titanic-randomforest,D:\learning\thesis\female\maddalasravani\titanic-randomforest.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
875,nilaychauhan,Nilay Chauhan,female,https://www.kaggle.com/code/nilaychauhan/digit-recognizer-using-jax-flax,D:\learning\thesis\female\nilaychauhan\digit-recognizer-using-jax-flax.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
876,bell2psy,SOYOUNG PARK,female,https://www.kaggle.com/code/bell2psy/house-price-practice,D:\learning\thesis\female\bell2psy\house-price-practice.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
877,juhi1994,Juhi Badiyani,female,https://www.kaggle.com/code/juhi1994/quora-dataset-text-mining-method,D:\learning\thesis\female\juhi1994\quora-dataset-text-mining-method.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
878,nisasoylu,Nisa Soylu,female,https://www.kaggle.com/code/nisasoylu/svm-implementation-on-cancer-dataset-nisa,D:\learning\thesis\female\nisasoylu\svm-implementation-on-cancer-dataset-nisa.ipynb,['Breast Cancer Wisconsin (Diagnostic) Data Set'],{'Breast Cancer Wisconsin (Diagnostic) Data Set'}
879,rahulmakwana,Rahul Makwana,male,https://www.kaggle.com/code/rahulmakwana/house-price-prediction-top-14-xgboost,D:\learning\thesis\male\rahulmakwana\house-price-prediction-top-14-xgboost.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
880,snikhil17,Nikhil Shrestha,male,https://www.kaggle.com/code/snikhil17/hyper-parameter-tuning-various-models,D:\learning\thesis\male\snikhil17\hyper-parameter-tuning-various-models.ipynb,['Pima Indians Diabetes Database'],{'Pima Indians Diabetes Database'}
881,shashwatwork,Shashwat Tiwari,male,https://www.kaggle.com/code/shashwatwork/hello-world-with-titanic,D:\learning\thesis\male\shashwatwork\hello-world-with-titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
882,karanjakhar,Karan Jakhar,male,https://www.kaggle.com/code/karanjakhar/start-here,D:\learning\thesis\male\karanjakhar\start-here.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
883,eugeneryu,Eugene J. Ryu,male,https://www.kaggle.com/code/eugeneryu/house-price-simple-eda-xgb-lgbm,D:\learning\thesis\male\eugeneryu\house-price-simple-eda-xgb-lgbm.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
884,sonalisingh1411,🚀𝐒𝐨𝐧𝐚𝐥𝐢 𝐒𝐢𝐧𝐠𝐡,female,https://www.kaggle.com/code/sonalisingh1411/survival-forecast-stats-eda-prediction,D:\learning\thesis\female\sonalisingh1411\survival-forecast-stats-eda-prediction.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
885,vadimtimakin,Vadim Timakin,male,https://www.kaggle.com/code/vadimtimakin/fast-automated-clean-pytorch-pipeline-train,D:\learning\thesis\male\vadimtimakin\fast-automated-clean-pytorch-pipeline-train.ipynb,['Cassava Leaf Disease Classification'],{'Cassava Leaf Disease Classification'}
886,alexandershumilin,Alexander Shumilin,male,https://www.kaggle.com/code/alexandershumilin/ps-s3-e2-keras-nn,D:\learning\thesis\male\alexandershumilin\ps-s3-e2-keras-nn.ipynb,"['Stroke Prediction Dataset', 'Binary Classification with a Tabular Stroke Prediction Dataset']",{'Stroke Prediction Dataset'}
887,jlandion,Juan Luis Andión Tápiz,male,https://www.kaggle.com/code/jlandion/luckypassenger,D:\learning\thesis\male\jlandion\luckypassenger.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
888,rashmiek99,Rashmi,female,https://www.kaggle.com/code/rashmiek99/digit-recognition-cnn,D:\learning\thesis\female\rashmiek99\digit-recognition-cnn.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
889,ash316,Ashwini Swain,female,https://www.kaggle.com/code/ash316/ml-from-scratch-part-2,D:\learning\thesis\female\ash316\ml-from-scratch-part-2.ipynb,['Pima Indians Diabetes Database'],{'Pima Indians Diabetes Database'}
890,sshikamaru,Edward Zhang,male,https://www.kaggle.com/code/sshikamaru/titanic-extensive-eda-and-6-models,D:\learning\thesis\male\sshikamaru\titanic-extensive-eda-and-6-models.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
891,kaanboke,Kaan BOKE,male,https://www.kaggle.com/code/kaanboke/how-to-prevent-the-data-leakage,D:\learning\thesis\male\kaanboke\how-to-prevent-the-data-leakage.ipynb,"['Stroke Prediction Dataset', 'Water Quality']",{'Stroke Prediction Dataset'}
892,tboyle10,Tara Boyle,female,https://www.kaggle.com/code/tboyle10/baseline-models-with-upsampling,D:\learning\thesis\female\tboyle10\baseline-models-with-upsampling.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
893,khyatigajera,Khyati Gajera,female,https://www.kaggle.com/code/khyatigajera/titanic-eda-knn,D:\learning\thesis\female\khyatigajera\titanic-eda-knn.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
894,poonaml,Poonam Ligade,female,https://www.kaggle.com/code/poonaml/titanic-survival-prediction-end-to-end-ml-pipeline,D:\learning\thesis\female\poonaml\titanic-survival-prediction-end-to-end-ml-pipeline.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
895,jsmithperera,Juan Smith Perera,male,https://www.kaggle.com/code/jsmithperera/nn-starter,D:\learning\thesis\male\jsmithperera\nn-starter.ipynb,"['JS_NN_Models', 'Jane Street Market Prediction']",{'Jane Street Market Prediction'}
896,sisharaneranjana,Ishara Neranjana,female,https://www.kaggle.com/code/sisharaneranjana/house-price-prediction-advanced-analysis,D:\learning\thesis\female\sisharaneranjana\house-price-prediction-advanced-analysis.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
897,darkside92,Tolga Kaplan,male,https://www.kaggle.com/code/darkside92/simple-best-digit-recognizer-with-cnn-top-5,D:\learning\thesis\male\darkside92\simple-best-digit-recognizer-with-cnn-top-5.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
898,parulpandey,Parul Pandey,female,https://www.kaggle.com/code/parulpandey/10-simple-hacks-to-speed-up-your-data-analysis,D:\learning\thesis\female\parulpandey\10-simple-hacks-to-speed-up-your-data-analysis.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
899,gamzebayir,Gamze BAYIR,female,https://www.kaggle.com/code/gamzebayir/fraud-detection-random-under-sampling,D:\learning\thesis\female\gamzebayir\fraud-detection-random-under-sampling.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
900,w5833946,Ruby,female,https://www.kaggle.com/code/w5833946/f50-train,D:\learning\thesis\female\w5833946\f50-train.ipynb,['CommonLit Readability Prize'],{'CommonLit Readability Prize'}
901,jamesmcguigan,James McGuigan,male,https://www.kaggle.com/code/jamesmcguigan/spaceship-titanic-profilereport-autoeda,D:\learning\thesis\male\jamesmcguigan\spaceship-titanic-profilereport-autoeda.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
902,maksymshkliarevskyi,Maksym Shkliarevskyi,male,https://www.kaggle.com/code/maksymshkliarevskyi/cassava-leaf-disease-keras-cnn-prediction,D:\learning\thesis\male\maksymshkliarevskyi\cassava-leaf-disease-keras-cnn-prediction.ipynb,"['Cassava Leaf Disease Classification', 'Cassava Leaf Disease: Keras CNN baseline']",{'Cassava Leaf Disease Classification'}
903,anjalisrajan,Anjali S Rajan,female,https://www.kaggle.com/code/anjalisrajan/titanic-random-forest,D:\learning\thesis\female\anjalisrajan\titanic-random-forest.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
904,ajisamudra,Aji Samudra,female,https://www.kaggle.com/code/ajisamudra/solving-mnist-using-cnn-mlp-and-stacking,D:\learning\thesis\female\ajisamudra\solving-mnist-using-cnn-mlp-and-stacking.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
905,jtrotman,James Trotman,male,https://www.kaggle.com/code/jtrotman/meta-kaggle-competition-shake-up,D:\learning\thesis\male\jtrotman\meta-kaggle-competition-shake-up.ipynb,['Meta Kaggle'],{'Meta Kaggle'}
906,viktorpolevoi,Viktor Polevoi,male,https://www.kaggle.com/code/viktorpolevoi/titanic,D:\learning\thesis\male\viktorpolevoi\titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
907,aparnajayanv,Aparna Jayan V,female,https://www.kaggle.com/code/aparnajayanv/titanic-survival-prediction-linear-regression,D:\learning\thesis\female\aparnajayanv\titanic-survival-prediction-linear-regression.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
908,ujjwalsharma26,Ujjwal Sharma,male,https://www.kaggle.com/code/ujjwalsharma26/cgan-deep-learning-get-over-classification,D:\learning\thesis\male\ujjwalsharma26\cgan-deep-learning-get-over-classification.ipynb,['Fashion MNIST'],{'Fashion MNIST'}
909,zainahmad,Zain Ahmad,male,https://www.kaggle.com/code/zainahmad/melanoma-classification-transfer-learning-with-tf,D:\learning\thesis\male\zainahmad\melanoma-classification-transfer-learning-with-tf.ipynb,"['Melanoma TFRecords 256x256', 'SIIM-ISIC Melanoma Classification']",{'SIIM-ISIC Melanoma Classification'}
910,artemkostrikin,Artem Kostrikin,male,https://www.kaggle.com/code/artemkostrikin/titanic-top-3,D:\learning\thesis\male\artemkostrikin\titanic-top-3.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
911,tolgadincer,Tolga,male,https://www.kaggle.com/code/tolgadincer/nn-lb-0-1836-t19,D:\learning\thesis\male\tolgadincer\nn-lb-0-1836-t19.ipynb,"['iterative stratification', 'Autograd', 'Mechanisms of Action (MoA) Prediction']",{'Mechanisms of Action (MoA) Prediction'}
912,spidy20,Kushal Bhavsar,male,https://www.kaggle.com/code/spidy20/top-5-on-titanic-competition-for-beginner,D:\learning\thesis\male\spidy20\top-5-on-titanic-competition-for-beginner.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
